test group,converted,total ads,most ads day,most ads hour
0,False,0.533333,1,0.272727
1,False,0.133333,3,0.909091
0,False,0.883333,6,0.409091
0,False,0.583333,5,0.590909
0,False,0.583333,5,0.863636
0,False,0.283333,0,0.227273
0,False,0.0,5,0.818182
0,False,0.283333,5,0.863636
0,False,0.033333,5,0.818182
0,False,0.983333,3,0.272727
0,False,0.45,5,0.863636
0,False,0.716667,5,0.863636
0,False,0.383333,5,0.863636
0,False,0.466667,5,0.863636
0,False,0.583333,6,0.181818
0,False,0.7,5,0.909091
0,False,0.533333,5,0.5
0,False,0.0,5,0.818182
0,False,0.916667,6,0.0
1,False,0.766667,0,0.863636
0,False,0.3,5,0.954545
0,False,0.283333,0,0.318182
0,False,0.45,1,0.545455
0,False,0.65,3,0.818182
0,False,0.366667,5,0.909091
0,False,0.4,2,0.409091
0,False,0.566667,6,0.863636
0,False,0.75,5,0.863636
0,False,0.4,5,0.863636
0,False,0.266667,2,0.409091
0,False,0.683333,5,0.863636
0,False,0.266667,5,0.909091
0,False,0.916667,2,0.727273
0,False,0.633333,5,0.318182
0,False,0.933333,5,1.0
0,False,0.383333,0,0.909091
0,False,0.183333,6,0.454545
0,False,0.633333,5,0.863636
0,False,0.766667,1,0.818182
0,False,0.3,4,0.5
0,False,0.3,5,0.454545
0,False,0.633333,6,0.5
0,False,0.15,5,0.863636
0,False,0.866667,6,0.863636
0,False,0.9,4,0.818182
0,False,0.0,5,0.863636
0,False,0.3,6,0.5
0,False,0.3,1,0.545455
0,False,0.633333,6,0.818182
0,False,0.1,5,0.863636
0,False,0.116667,4,0.863636
0,False,0.7,2,0.590909
0,False,0.683333,5,0.863636
0,False,0.683333,3,0.090909
0,False,0.5,6,0.818182
0,False,0.833333,6,0.5
0,False,0.383333,2,0.590909
0,False,0.533333,2,0.454545
0,False,0.483333,5,0.863636
0,False,0.9,5,0.863636
0,False,0.266667,4,0.727273
0,False,0.316667,6,0.545455
0,False,0.133333,5,0.818182
0,False,0.133333,5,0.863636
0,False,0.066667,5,0.863636
0,False,0.533333,2,0.863636
0,False,0.833333,2,0.818182
0,False,0.733333,5,0.863636
0,False,0.866667,5,1.0
0,False,0.766667,5,0.454545
1,False,0.35,4,0.772727
1,False,0.383333,6,0.772727
0,False,0.566667,5,0.863636
0,False,0.4,5,0.818182
0,False,0.183333,5,0.909091
0,False,0.966667,3,0.818182
0,False,0.65,6,0.863636
0,True,0.983333,4,0.818182
0,False,0.883333,5,0.863636
0,False,0.55,1,0.909091
0,False,0.616667,4,0.909091
0,False,0.4,5,0.863636
0,False,0.466667,1,0.090909
0,False,0.516667,0,1.0
0,False,0.533333,4,0.590909
0,False,0.833333,5,0.863636
0,False,0.716667,2,0.454545
0,False,0.716667,4,0.227273
0,False,0.4,2,0.5
0,False,0.833333,5,0.909091
0,False,0.416667,1,0.954545
0,False,0.366667,0,1.0
0,False,0.45,5,0.045455
0,False,0.183333,4,0.954545
0,False,0.966667,3,0.636364
0,False,0.7,2,0.863636
0,False,0.4,3,0.863636
0,False,0.383333,5,0.863636
0,False,0.083333,3,0.727273
0,False,0.716667,4,0.954545
0,False,0.816667,6,0.863636
0,False,0.45,2,0.909091
0,False,0.233333,5,0.863636
0,False,0.6,3,1.0
0,False,0.816667,5,0.909091
0,False,0.333333,1,0.863636
0,False,0.266667,4,0.454545
0,False,0.833333,6,0.545455
0,False,0.333333,6,0.727273
0,False,0.85,5,0.863636
0,False,0.1,3,0.727273
0,False,0.9,2,0.818182
0,False,0.466667,4,0.5
0,False,0.1,5,0.863636
0,False,0.183333,6,0.545455
0,False,0.55,0,0.0
0,False,0.033333,5,0.863636
0,False,0.433333,5,0.818182
0,False,0.233333,3,0.590909
0,False,0.416667,6,0.5
0,False,0.383333,6,0.727273
0,False,0.766667,2,0.727273
0,False,0.85,5,0.818182
0,False,0.983333,0,0.863636
0,False,0.233333,6,0.818182
0,False,0.683333,5,1.0
0,False,0.333333,5,1.0
0,False,0.016667,5,0.863636
1,False,0.383333,6,0.636364
0,False,0.05,5,0.863636
0,False,0.8,6,0.545455
0,False,0.25,5,0.863636
0,False,0.55,1,0.181818
0,False,0.266667,5,0.227273
0,False,0.433333,0,0.681818
0,False,0.916667,0,0.863636
0,True,0.383333,3,0.5
0,False,0.333333,5,0.863636
0,False,0.033333,4,0.909091
0,False,0.166667,5,0.863636
0,False,0.316667,5,1.0
0,False,0.133333,5,0.545455
0,False,0.516667,0,0.772727
0,False,0.583333,3,0.863636
0,False,0.616667,6,0.863636
0,False,0.116667,5,0.863636
0,False,0.35,6,0.636364
0,False,0.533333,0,0.818182
0,False,0.45,5,0.863636
0,False,0.6,0,0.0
0,False,0.766667,5,0.545455
0,False,0.516667,5,0.863636
0,False,0.516667,5,0.863636
0,False,1.0,6,0.545455
0,False,0.55,1,0.818182
0,False,0.466667,5,0.863636
0,False,0.0,5,0.863636
0,False,0.65,2,0.863636
0,False,0.3,6,0.454545
1,False,0.383333,4,0.818182
0,False,0.116667,5,0.909091
0,False,0.733333,6,0.954545
0,False,0.633333,6,0.681818
0,False,0.483333,2,1.0
0,False,0.6,1,0.363636
0,False,0.2,5,0.954545
0,False,0.333333,1,0.409091
0,False,0.333333,3,0.863636
0,False,0.0,5,0.863636
0,False,0.616667,3,0.772727
0,False,0.95,0,0.954545
0,False,0.966667,5,0.863636
0,False,0.15,5,0.909091
0,False,0.5,0,0.818182
0,False,0.5,4,0.909091
0,False,0.583333,5,0.5
0,False,0.6,5,0.954545
0,False,0.383333,5,0.863636
1,False,0.4,4,0.909091
1,False,0.05,5,0.863636
0,False,0.216667,5,0.909091
0,False,0.866667,5,0.863636
0,False,0.216667,0,0.772727
0,False,0.733333,4,0.727273
0,False,0.3,6,0.227273
0,False,0.266667,5,0.863636
0,False,0.7,5,0.363636
0,False,0.266667,2,0.909091
0,False,0.633333,6,0.0
0,False,0.116667,2,0.545455
0,False,0.666667,5,0.954545
0,False,0.316667,6,0.681818
0,False,0.316667,0,0.636364
0,False,0.3,5,0.863636
0,False,0.083333,6,0.909091
0,False,0.5,2,0.772727
0,False,0.833333,3,0.727273
1,False,0.133333,5,0.727273
1,True,0.1,5,0.863636
0,False,0.7,3,0.590909
0,False,0.166667,4,0.909091
1,False,0.65,4,0.363636
0,False,0.316667,3,0.409091
0,False,0.716667,5,0.863636
0,False,0.916667,0,0.863636
0,False,0.35,0,0.954545
0,False,0.55,4,0.863636
0,False,0.816667,4,0.136364
0,False,0.483333,2,0.818182
0,False,0.0,5,0.863636
1,False,0.266667,3,0.818182
0,False,0.216667,5,0.863636
0,False,0.683333,4,0.909091
0,False,0.5,3,0.5
0,False,0.016667,5,0.181818
0,False,0.633333,2,0.5
0,False,0.9,1,0.363636
0,False,0.05,5,0.863636
0,False,0.666667,5,0.863636
0,False,0.95,2,0.318182
0,False,0.8,5,0.863636
0,False,0.216667,5,0.409091
0,False,0.116667,5,0.909091
0,False,0.316667,2,0.772727
0,False,0.983333,4,0.727273
0,False,0.133333,6,0.772727
0,False,0.9,0,0.818182
0,False,1.0,3,0.727273
0,False,0.45,6,0.545455
0,False,0.166667,4,0.863636
0,False,0.15,6,0.5
0,False,0.716667,5,0.863636
0,False,0.583333,5,0.954545
0,False,0.083333,5,0.863636
0,False,0.633333,6,0.909091
0,False,0.1,5,1.0
0,False,0.366667,1,0.954545
0,False,0.483333,3,0.863636
0,False,0.383333,3,0.363636
0,False,0.033333,5,0.863636
0,False,0.433333,1,0.318182
0,False,0.083333,4,0.318182
0,False,0.666667,3,0.636364
0,False,0.783333,0,0.636364
0,False,0.583333,1,0.818182
0,False,0.983333,6,0.227273
0,False,0.766667,0,0.545455
1,False,0.8,0,0.818182
0,False,0.733333,5,0.909091
0,False,0.683333,5,0.772727
0,False,0.1,5,0.5
0,False,0.45,3,0.863636
0,False,0.783333,6,0.954545
0,False,0.416667,4,0.863636
0,False,0.833333,3,0.863636
0,False,0.6,6,0.5
0,False,0.966667,2,0.909091
0,False,0.0,5,0.863636
0,False,0.783333,1,0.863636
0,False,0.1,6,0.863636
0,False,0.633333,5,0.863636
0,False,0.466667,2,0.818182
0,False,0.066667,5,0.909091
0,False,0.55,3,0.863636
1,False,0.683333,3,0.5
0,False,0.75,0,0.590909
0,False,0.05,5,0.863636
0,False,0.483333,6,0.590909
0,False,0.633333,6,0.545455
1,False,0.033333,6,0.863636
0,False,0.916667,3,0.863636
0,False,0.016667,5,0.863636
0,False,0.733333,2,0.681818
0,False,0.133333,5,0.863636
0,False,0.716667,5,0.863636
0,False,0.833333,6,0.772727
0,False,0.15,4,0.818182
0,False,0.75,5,0.863636
0,False,0.7,6,0.090909
0,False,0.516667,4,0.681818
0,False,0.783333,5,0.636364
0,False,0.466667,6,0.863636
0,False,0.283333,5,1.0
0,False,0.05,5,0.863636
0,False,0.7,4,0.863636
0,False,0.233333,5,0.863636
0,False,0.016667,5,0.909091
0,False,0.766667,5,0.318182
0,False,0.183333,0,0.545455
0,False,0.316667,2,0.681818
0,False,0.433333,1,0.454545
0,False,0.95,4,0.590909
1,False,0.95,2,0.863636
0,False,0.383333,5,0.863636
0,False,0.983333,2,0.863636
0,False,0.55,4,0.0
0,False,0.683333,2,0.863636
0,False,0.883333,6,0.681818
0,False,0.966667,6,0.5
0,False,0.55,5,0.863636
0,False,0.266667,4,0.863636
0,False,0.133333,5,0.863636
0,False,0.3,4,0.590909
0,False,0.65,5,1.0
0,False,0.0,5,0.863636
0,False,0.6,5,0.590909
0,False,0.816667,0,0.409091
0,False,0.7,5,0.454545
0,False,0.85,6,0.545455
0,False,0.683333,5,0.863636
0,False,0.483333,1,0.863636
0,False,0.8,6,0.590909
0,False,0.216667,5,0.863636
0,False,0.316667,1,0.863636
0,False,0.65,4,1.0
0,False,0.416667,5,0.863636
0,False,0.216667,3,0.863636
0,False,0.233333,5,0.863636
0,False,0.683333,4,0.318182
0,False,0.816667,1,0.818182
0,False,0.6,6,0.5
0,False,0.2,5,0.863636
0,False,0.25,4,0.636364
0,False,0.316667,6,0.727273
0,False,0.816667,5,0.863636
0,False,0.033333,4,0.5
0,False,0.516667,0,0.863636
0,False,0.416667,4,0.863636
0,False,0.883333,3,0.863636
0,False,0.516667,3,0.454545
0,False,0.233333,5,1.0
0,False,0.233333,5,0.909091
0,False,0.316667,5,0.863636
0,False,0.7,0,0.181818
0,False,0.7,6,0.727273
0,False,0.25,5,0.863636
0,False,0.783333,5,0.909091
0,False,0.083333,6,0.454545
0,False,0.95,6,0.5
0,False,0.2,5,0.863636
0,False,0.166667,5,0.863636
0,False,0.3,0,0.590909
0,False,0.3,5,0.863636
0,False,0.866667,4,0.136364
1,False,0.4,5,0.863636
0,False,0.566667,6,0.636364
0,False,0.4,3,0.5
0,False,0.433333,6,0.090909
0,False,0.05,5,0.863636
0,False,0.783333,1,0.590909
0,False,0.766667,5,0.636364
0,False,0.616667,0,0.454545
0,False,0.633333,6,0.772727
0,False,1.0,4,0.454545
0,False,0.816667,5,0.863636
0,False,0.366667,6,0.863636
0,False,0.583333,0,0.863636
0,False,0.183333,5,0.863636
0,False,0.25,5,0.863636
0,False,0.266667,5,1.0
0,False,0.616667,2,0.727273
0,False,0.1,6,0.863636
0,False,0.8,3,0.863636
0,False,0.766667,6,0.727273
0,False,0.35,6,0.590909
0,False,0.966667,5,0.954545
0,False,0.033333,6,0.818182
0,False,0.033333,5,0.863636
1,False,0.333333,6,0.727273
0,False,0.55,2,0.454545
1,False,0.266667,1,0.772727
0,False,0.0,5,0.863636
0,False,0.333333,5,0.772727
0,False,0.533333,0,0.909091
1,False,0.583333,4,1.0
0,False,0.883333,6,0.909091
0,False,0.933333,3,0.863636
0,False,0.45,3,0.590909
0,False,0.7,5,0.727273
0,False,0.216667,5,0.909091
0,False,0.55,0,0.272727
0,False,0.016667,5,0.545455
0,False,0.916667,5,0.863636
0,False,0.333333,5,0.954545
0,False,0.2,5,0.863636
0,False,0.0,5,0.863636
0,False,0.533333,1,0.954545
1,False,0.983333,3,0.318182
0,False,0.566667,0,0.590909
0,False,0.366667,5,0.863636
0,False,0.866667,4,0.863636
0,False,0.5,5,0.863636
0,False,0.35,5,0.863636
0,False,0.083333,6,0.454545
0,False,0.433333,6,0.818182
0,False,0.683333,0,0.863636
0,True,0.85,3,0.863636
0,False,0.85,1,0.863636
0,False,0.1,5,0.863636
0,False,0.566667,4,0.045455
0,False,0.933333,2,0.5
0,False,0.35,0,0.954545
0,False,0.233333,5,0.772727
0,False,0.666667,6,0.545455
0,False,0.816667,2,0.772727
0,False,0.466667,5,0.681818
0,False,0.483333,0,0.590909
0,False,0.1,0,0.863636
0,False,0.3,4,0.590909
0,False,0.0,5,0.863636
0,False,0.016667,5,0.863636
0,False,0.533333,4,0.454545
0,False,0.933333,4,0.045455
0,False,0.333333,5,0.909091
0,False,0.033333,5,0.863636
0,False,0.166667,6,0.772727
0,False,0.666667,3,0.545455
0,False,0.783333,0,0.818182
0,False,0.35,6,0.545455
0,False,0.283333,5,0.863636
0,False,0.333333,5,0.954545
0,False,0.133333,5,0.863636
0,False,0.916667,5,0.863636
0,False,0.483333,6,0.545455
0,False,0.483333,2,0.454545
0,False,0.166667,3,0.545455
0,False,0.683333,5,0.954545
0,False,0.95,2,0.727273
0,False,0.2,5,0.909091
0,False,1.0,4,1.0
0,False,0.416667,1,0.409091
0,False,0.95,2,0.772727
0,False,0.55,5,0.863636
0,False,0.6,5,0.909091
0,False,0.816667,0,0.409091
0,False,0.7,3,0.727273
0,False,0.216667,5,0.681818
0,False,0.516667,0,0.5
0,False,0.55,1,0.863636
0,False,0.3,2,0.863636
0,False,0.55,5,0.863636
1,False,0.75,3,0.454545
0,False,0.433333,5,0.863636
0,False,0.466667,2,0.909091
0,False,0.8,0,0.772727
0,False,0.783333,5,0.090909
0,False,0.216667,5,0.863636
0,False,0.583333,6,0.045455
1,False,0.616667,4,0.954545
0,False,0.233333,1,0.818182
0,False,0.216667,0,0.863636
0,False,0.933333,0,0.681818
0,False,0.566667,5,0.863636
0,False,0.833333,4,0.681818
0,False,0.383333,5,0.954545
0,False,0.116667,0,0.045455
0,False,0.2,0,0.863636
0,False,0.283333,5,0.863636
0,False,0.316667,0,0.954545
0,False,0.6,5,0.954545
0,False,0.166667,5,0.227273
0,False,0.85,0,0.818182
0,False,0.533333,1,0.636364
0,False,0.75,0,0.409091
0,False,1.0,5,0.863636
0,False,0.75,5,0.863636
0,False,0.5,6,0.863636
0,False,0.233333,5,0.681818
0,False,0.35,5,0.863636
0,False,0.65,5,0.909091
0,False,0.816667,0,0.863636
0,False,0.716667,5,0.863636
0,False,0.833333,3,0.227273
0,False,0.466667,5,0.863636
0,False,0.8,1,0.409091
0,False,0.2,5,0.863636
0,False,0.616667,2,0.454545
0,False,0.216667,5,0.954545
0,False,0.733333,0,0.772727
0,False,0.45,4,0.636364
0,False,0.866667,3,0.590909
0,False,0.2,6,0.363636
0,False,0.633333,6,1.0
0,True,0.783333,5,0.863636
0,False,0.8,5,0.818182
0,False,0.666667,3,0.727273
0,False,0.133333,5,0.863636
0,False,0.666667,6,0.5
0,False,0.033333,5,0.863636
0,False,0.083333,5,1.0
0,False,0.3,5,0.863636
0,False,0.066667,5,0.863636
0,False,0.766667,0,0.954545
0,False,0.65,3,0.818182
0,False,0.283333,6,0.5
0,False,0.8,0,0.772727
0,False,0.55,5,0.909091
0,False,0.3,6,0.545455
0,False,0.866667,0,0.272727
0,False,0.25,1,0.545455
0,False,0.116667,0,0.863636
0,False,0.433333,0,0.590909
0,False,0.283333,6,0.772727
0,False,1.0,3,0.818182
0,False,0.883333,5,0.863636
0,False,0.983333,4,0.181818
0,False,0.666667,6,0.136364
1,False,0.5,0,0.772727
0,False,0.933333,0,0.590909
0,False,0.516667,5,0.863636
0,False,0.683333,2,0.0
0,False,0.333333,5,0.909091
0,False,0.6,2,0.772727
0,False,0.15,0,0.090909
0,False,0.683333,2,0.954545
0,False,0.633333,0,0.818182
0,False,0.816667,6,0.318182
0,False,0.283333,6,0.545455
0,False,0.0,5,0.863636
0,False,0.016667,6,0.863636
0,False,0.683333,5,0.909091
0,False,0.783333,1,0.772727
0,False,0.533333,3,0.545455
0,False,0.266667,5,0.863636
0,False,0.283333,5,0.863636
1,False,0.433333,1,0.863636
0,False,0.05,6,0.636364
0,False,0.383333,5,0.863636
0,False,0.8,4,0.272727
0,False,0.483333,5,0.863636
0,False,0.616667,5,0.863636
0,False,0.416667,0,0.818182
0,False,0.966667,5,0.954545
0,False,0.266667,5,0.909091
0,False,0.35,2,0.181818
0,False,0.333333,0,0.863636
0,False,0.466667,2,0.272727
0,False,0.216667,6,0.727273
0,False,0.5,3,0.409091
0,False,0.5,3,0.681818
0,False,0.766667,4,0.5
0,False,0.0,5,0.863636
0,False,0.733333,6,0.363636
0,False,0.75,5,0.727273
0,False,0.833333,6,0.363636
1,False,0.983333,2,0.545455
0,False,0.283333,0,0.909091
0,False,0.983333,3,0.863636
0,False,0.616667,2,0.590909
0,False,0.233333,4,0.818182
0,False,0.716667,2,0.863636
0,False,0.95,3,0.863636
0,False,0.35,5,0.863636
0,False,0.016667,1,0.863636
0,False,0.433333,3,0.590909
0,False,0.766667,5,0.863636
1,False,0.8,6,0.863636
0,False,0.366667,0,0.590909
0,False,0.083333,5,0.863636
0,False,0.216667,5,0.772727
0,False,0.083333,1,0.954545
0,False,0.0,5,0.863636
0,False,0.316667,4,1.0
0,False,0.516667,5,0.863636
0,False,0.733333,0,0.772727
0,False,0.9,4,0.727273
0,False,0.283333,5,0.863636
0,False,0.883333,5,0.863636
0,False,0.583333,2,0.227273
0,False,0.7,5,0.409091
0,False,0.216667,3,0.818182
0,False,0.85,4,0.545455
0,False,0.133333,4,0.045455
0,False,0.816667,2,0.863636
0,False,0.65,2,0.363636
0,False,0.45,5,0.909091
0,False,0.566667,6,0.545455
0,False,0.016667,5,0.454545
0,False,0.566667,0,0.727273
0,False,0.183333,3,0.863636
0,False,0.55,3,0.681818
0,False,0.683333,0,0.0
0,False,0.116667,2,0.772727
0,False,0.383333,4,0.863636
0,False,0.383333,0,0.545455
0,False,0.483333,5,1.0
0,False,0.583333,5,0.863636
0,False,0.8,5,0.681818
0,False,0.733333,0,0.772727
0,False,0.166667,2,0.863636
0,False,0.216667,0,0.818182
0,False,0.583333,0,0.545455
0,False,0.216667,5,0.863636
0,False,0.666667,5,0.863636
0,False,0.4,5,0.909091
0,False,0.483333,0,0.545455
0,False,0.433333,5,0.863636
0,False,0.916667,4,0.909091
0,False,0.616667,5,0.863636
0,False,0.116667,5,0.863636
0,False,0.333333,1,0.909091
0,False,0.25,0,0.909091
0,False,0.25,0,0.863636
0,False,0.0,5,0.863636
0,False,0.783333,5,0.863636
0,False,0.016667,5,0.681818
0,False,0.033333,4,0.681818
0,True,0.75,5,0.636364
0,False,0.533333,5,0.636364
0,False,0.6,2,0.090909
0,False,0.966667,5,0.727273
0,False,0.816667,5,0.909091
0,False,0.016667,5,0.863636
0,False,0.383333,5,0.863636
0,False,1.0,5,1.0
0,False,0.75,5,0.863636
0,False,0.75,1,0.863636
0,False,0.016667,5,0.863636
0,False,0.933333,3,0.863636
0,False,0.116667,5,0.272727
0,False,0.15,5,0.863636
0,False,0.816667,4,0.863636
0,False,0.35,2,0.727273
0,False,0.55,1,0.863636
0,False,0.45,5,0.863636
0,False,0.85,0,0.363636
1,False,0.283333,6,0.863636
0,False,0.316667,1,0.545455
0,False,0.3,4,0.818182
0,False,0.333333,4,0.363636
0,False,0.616667,5,0.863636
0,False,0.15,3,0.863636
0,False,0.683333,5,0.681818
1,False,0.983333,0,0.772727
0,False,0.2,5,0.863636
0,False,0.25,4,0.818182
0,False,0.033333,5,0.863636
0,False,0.266667,6,0.409091
0,False,0.433333,5,0.545455
0,False,0.733333,0,0.909091
0,False,0.55,6,0.636364
0,False,0.283333,5,0.954545
0,False,0.866667,5,0.863636
0,False,0.216667,5,0.863636
0,False,0.65,5,0.863636
0,False,0.133333,3,0.863636
0,False,0.7,2,0.863636
0,False,0.35,6,0.318182
0,False,0.566667,4,0.318182
0,False,0.366667,6,0.909091
0,False,0.25,6,0.727273
0,False,0.966667,2,0.5
0,False,0.883333,6,0.909091
0,False,0.116667,5,0.863636
0,False,0.916667,2,0.863636
0,False,0.583333,3,0.772727
0,False,0.366667,0,0.272727
0,False,0.783333,4,0.0
0,False,0.766667,5,0.5
0,False,0.683333,2,0.5
0,False,0.6,1,0.727273
0,False,0.933333,3,0.863636
0,False,0.833333,3,0.909091
0,False,0.933333,2,0.954545
0,False,0.3,3,0.681818
0,False,0.15,6,0.818182
0,False,0.116667,4,0.863636
0,False,0.466667,0,0.318182
0,False,0.533333,4,1.0
0,False,0.0,5,0.863636
0,False,0.133333,5,0.636364
0,False,0.3,3,0.590909
0,False,0.15,4,0.863636
0,False,0.5,2,0.636364
0,False,0.0,5,0.863636
0,False,0.6,2,0.681818
0,False,0.133333,5,0.863636
0,False,0.333333,5,0.863636
0,False,0.8,6,0.863636
0,False,0.966667,2,0.636364
0,False,0.6,6,0.954545
0,False,0.133333,5,0.863636
0,False,0.65,5,0.863636
0,True,0.583333,5,0.863636
0,False,0.333333,5,0.863636
0,False,0.916667,3,0.772727
0,False,0.733333,6,0.5
0,False,0.316667,5,0.863636
0,False,0.316667,6,0.909091
0,False,0.966667,2,0.590909
0,False,0.433333,0,0.636364
1,False,1.0,0,0.409091
0,False,0.266667,2,0.909091
0,False,0.433333,6,0.454545
0,False,0.516667,5,0.863636
0,False,0.233333,5,0.863636
1,False,0.4,4,0.636364
0,False,0.333333,0,0.318182
0,False,0.25,5,0.863636
0,False,0.416667,5,0.636364
0,False,0.116667,4,1.0
0,False,0.016667,5,0.863636
0,False,0.05,5,0.363636
0,False,0.833333,5,0.909091
0,False,0.033333,5,0.863636
0,False,0.5,0,0.681818
0,False,0.516667,0,0.636364
0,False,0.516667,2,0.5
0,False,0.9,1,0.954545
0,False,0.85,5,0.909091
0,False,0.916667,2,0.545455
0,False,0.6,4,0.909091
0,False,0.6,5,0.863636
0,False,0.233333,0,0.863636
0,False,0.933333,6,0.727273
0,False,0.766667,4,0.0
0,False,1.0,2,0.409091
0,False,0.883333,5,0.5
0,False,0.766667,0,0.909091
0,False,0.866667,5,0.863636
0,False,0.05,2,0.772727
0,False,1.0,2,0.636364
0,False,0.85,2,0.863636
0,False,0.316667,4,0.909091
0,False,0.4,1,0.454545
0,False,0.466667,0,0.409091
0,False,0.816667,4,0.454545
0,False,0.883333,1,0.590909
0,False,0.033333,5,0.863636
0,False,0.883333,2,0.636364
0,False,0.3,6,0.863636
0,False,0.316667,3,0.590909
0,False,0.066667,5,0.863636
0,False,0.95,6,0.0
0,False,0.583333,0,0.454545
0,False,0.166667,0,0.954545
0,False,0.15,1,0.863636
0,False,0.366667,5,0.909091
0,False,0.233333,1,0.727273
0,False,0.633333,0,0.818182
0,False,0.066667,0,0.5
0,False,0.333333,5,0.818182
0,False,0.533333,5,0.818182
0,False,0.266667,5,0.863636
0,False,0.733333,5,0.863636
0,False,0.6,5,0.545455
0,False,0.366667,2,0.545455
0,False,0.283333,3,0.909091
0,False,1.0,5,0.772727
0,False,0.333333,5,0.5
0,False,0.316667,2,0.363636
0,False,0.1,5,0.863636
0,False,0.833333,2,0.681818
0,False,0.7,6,0.818182
0,False,0.266667,1,0.0
0,False,0.816667,5,0.954545
0,False,0.533333,6,0.409091
0,False,0.283333,0,0.772727
0,False,0.783333,4,0.5
0,False,0.483333,4,0.636364
0,False,0.3,6,0.636364
0,False,0.366667,5,0.863636
0,True,0.616667,3,0.863636
0,False,0.4,5,0.636364
0,False,0.8,6,0.863636
0,False,0.2,0,0.954545
0,False,0.85,1,0.909091
0,False,0.0,5,0.863636
0,False,0.833333,1,0.772727
0,False,0.433333,3,0.636364
0,False,0.433333,2,0.363636
0,False,0.416667,0,0.863636
0,False,0.166667,5,0.863636
0,False,0.483333,3,0.227273
0,False,0.883333,4,0.636364
0,True,0.5,0,0.772727
0,True,0.766667,1,0.272727
0,False,0.3,6,0.909091
0,False,0.616667,5,0.863636
0,False,0.633333,4,0.090909
0,False,0.783333,3,0.590909
0,False,0.2,5,0.863636
0,False,0.516667,5,0.954545
0,False,0.983333,3,0.0
0,False,0.85,6,1.0
0,False,0.266667,0,0.727273
0,False,0.466667,5,0.909091
0,False,0.3,4,1.0
0,False,0.15,5,0.863636
0,False,0.283333,4,0.863636
0,False,0.316667,2,0.0
0,False,0.6,5,0.954545
0,False,1.0,6,0.909091
0,False,0.233333,0,0.363636
0,False,0.283333,6,0.863636
0,False,0.266667,5,0.863636
0,False,0.133333,4,0.363636
1,False,0.183333,3,0.863636
0,False,0.033333,5,0.863636
0,False,0.15,5,0.863636
0,False,0.183333,3,0.863636
0,False,0.65,3,0.590909
0,False,0.85,0,0.5
0,False,0.05,5,0.863636
0,False,0.283333,5,0.909091
0,False,0.083333,6,0.818182
0,False,0.666667,2,0.5
0,False,0.2,5,0.863636
0,False,0.75,6,0.909091
0,False,0.616667,5,0.863636
0,False,0.7,3,0.909091
0,False,0.433333,5,0.909091
0,False,0.983333,2,0.318182
0,False,0.35,2,0.772727
0,False,0.35,0,0.454545
0,False,0.483333,1,0.863636
0,False,0.983333,2,0.681818
0,False,0.116667,5,0.863636
0,False,0.783333,6,0.909091
0,False,0.9,2,0.363636
0,False,0.316667,3,0.863636
0,False,0.883333,6,0.863636
0,False,0.25,4,0.545455
0,False,0.0,5,0.863636
0,False,0.616667,5,0.636364
0,False,0.15,5,0.863636
0,False,0.983333,1,0.863636
0,False,0.683333,4,0.318182
0,False,0.933333,6,1.0
0,False,0.516667,3,0.772727
0,False,0.4,4,0.863636
0,False,0.25,2,0.863636
0,False,0.466667,0,0.727273
0,False,0.333333,3,0.272727
0,False,0.133333,2,0.863636
0,False,0.416667,5,0.863636
0,False,0.433333,5,1.0
0,False,0.933333,5,0.863636
0,False,0.9,2,0.863636
0,False,0.566667,4,0.454545
0,False,0.316667,5,0.772727
